student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,project_count,internship_status,certification_status,placement_status,package_lpa,company_name,has_internship,has_certification,placement_year,total_skill_score,academic_performance_index,employability_score,placement_risk_score,risk_band,eligible_for_shortlist,student_intervention,intervention_priority
4705,Male,21,BCA,Artificial Intelligence,9.67,0,3,1,8,7,4,Yes,Yes,Placed,14.53,Microsoft,1,1,2023,15,96.7,15.868,0.0,Low,1,Maintain momentum and continue interview prep,Track
4706,Male,20,BCA,Artificial Intelligence,9.01,0,3,3,1,6,0,Yes,Yes,Placed,11.3,Capgemini,1,1,2019,7,90.1,12.404,0.0,Low,1,Maintain momentum and continue interview prep,Track
4707,Female,20,BCA,Electrical Engineering,5.65,1,0,4,9,9,4,No,Yes,Placed,10.9,Accenture,0,1,2020,18,51.5,9.46,0.0,Low,0,Maintain momentum and continue interview prep,Track
4708,Male,20,BTech,Computer Science,6.86,1,3,5,10,6,5,Yes,Yes,Placed,16.04,Adobe,1,1,2021,16,63.60000000000001,15.144,0.0,Low,0,Maintain momentum and continue interview prep,Track
4709,Female,20,BE,Computer Science,5.62,1,3,2,1,8,0,Yes,Yes,Placed,6.44,Tech Mahindra,1,1,2022,9,51.2,11.848,22.3,Low,0,Maintain momentum and continue interview prep,Track
4710,Female,24,BTech,Computer Science,5.67,2,2,5,5,6,4,Yes,Yes,Placed,10.42,Infosys,1,1,2023,11,46.7,10.668000000000001,10.0,Low,0,Maintain momentum and continue interview prep,Track
4711,Male,20,BSc,Computer Science,5.84,1,3,5,10,6,5,Yes,Yes,Placed,13.21,Meta,1,1,2019,16,53.4,14.736,0.0,Low,0,Maintain momentum and continue interview prep,Track
4712,Male,22,BCA,Data Science,6.69,0,0,5,1,7,1,No,Yes,Placed,5.51,Tech Mahindra,0,1,2020,8,66.9,5.876,20.9,Low,1,Maintain momentum and continue interview prep,Track
4713,Female,20,BCA,Artificial Intelligence,6.81,1,3,1,8,7,1,Yes,Yes,Placed,10.74,Capgemini,1,1,2021,15,63.099999999999994,14.724,0.0,Low,0,Maintain momentum and continue interview prep,Track
4714,Male,23,BE,Information Technology,7.22,2,2,2,2,7,1,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2022,9,62.2,10.488,27.7,Low,0,Maintain momentum and continue interview prep,Track
4715,Female,20,BCA,Artificial Intelligence,7.24,2,0,1,6,7,1,No,Yes,Placed,7.91,Cognizant,0,1,2023,13,62.400000000000006,8.096,29.6,Low,0,Maintain momentum and continue interview prep,Track
4716,Male,21,BE,Artificial Intelligence,8.82,1,2,3,2,6,1,Yes,Yes,Placed,9.98,Infosys,1,1,2019,8,83.2,10.728000000000002,7.1,Low,0,Maintain momentum and continue interview prep,Track
4717,Female,22,BSc,Artificial Intelligence,6.11,0,3,0,2,10,0,Yes,No,Placed,6.19,TCS,1,0,2020,12,61.1,13.244000000000002,1.3,Low,0,Maintain momentum and continue interview prep,Track
4718,Female,22,BCA,Computer Science,6.18,2,3,5,1,8,0,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2021,9,51.8,12.072,24.9,Low,0,Maintain momentum and continue interview prep,Track
4719,Female,24,BCA,Computer Science,8.19,0,3,1,6,8,2,Yes,Yes,Placed,12.0,Adobe,1,1,2022,14,81.89999999999999,14.876000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4720,Female,23,BTech,Data Science,7.96,3,1,0,5,7,3,Yes,No,Placed,10.26,Infosys,1,0,2023,12,64.6,9.984000000000002,27.2,Low,0,Maintain momentum and continue interview prep,Track
4721,Male,22,BE,Electrical Engineering,6.16,2,2,1,4,8,1,Yes,Yes,Placed,8.69,Capgemini,1,1,2019,12,51.6,11.264000000000001,25.0,Low,0,Maintain momentum and continue interview prep,Track
4722,Male,21,BE,Artificial Intelligence,9.16,3,0,3,4,7,3,No,Yes,Placed,11.96,Accenture,0,1,2020,11,76.6,8.064,26.0,Low,0,Maintain momentum and continue interview prep,Track
4723,Female,20,BCA,Mechanical Engineering,6.91,2,3,2,9,7,2,Yes,Yes,Placed,12.52,Adobe,1,1,2021,16,59.099999999999994,15.164000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4724,Female,22,BTech,Electrical Engineering,7.08,0,1,0,2,6,2,Yes,No,Placed,8.28,Cognizant,1,0,2022,8,70.8,8.032,15.5,Low,1,Maintain momentum and continue interview prep,Track
4725,Male,21,BCA,Data Science,7.31,3,1,2,10,6,3,Yes,Yes,Placed,12.24,Amazon,1,1,2023,16,58.099999999999994,11.324,10.1,Low,0,Maintain momentum and continue interview prep,Track
4726,Male,20,BE,Computer Science,6.89,0,2,1,7,2,5,Yes,Yes,Placed,11.82,Capgemini,1,1,2019,9,68.89999999999999,10.356,0.0,Low,1,Maintain momentum and continue interview prep,Track
4727,Male,24,BE,Artificial Intelligence,7.9,2,3,5,5,7,5,Yes,Yes,Placed,12.97,Meta,1,1,2020,12,69.0,13.96,0.0,Low,0,Maintain momentum and continue interview prep,Track
4728,Male,22,BCA,Computer Science,7.17,0,2,1,10,6,3,Yes,Yes,Placed,12.31,Google,1,1,2021,16,71.7,13.268,0.0,Low,1,Maintain momentum and continue interview prep,Track
4729,Male,22,BSc,Electrical Engineering,6.62,3,3,3,9,9,2,Yes,Yes,Placed,11.92,Infosys,1,1,2022,18,51.2,15.848,0.0,Low,0,Maintain momentum and continue interview prep,Track
4730,Male,21,BCA,Information Technology,9.39,1,3,1,4,7,2,Yes,Yes,Placed,11.18,Infosys,1,1,2023,11,88.9,14.156,0.0,Low,0,Maintain momentum and continue interview prep,Track
4731,Female,23,BTech,Computer Science,6.83,1,3,3,6,5,3,Yes,Yes,Placed,10.52,Capgemini,1,1,2019,11,63.3,13.132000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4732,Male,24,BE,Computer Science,8.5,2,1,1,2,6,1,Yes,Yes,Placed,8.14,Cognizant,1,1,2020,8,75.0,8.600000000000001,33.0,Low,0,Maintain momentum and continue interview prep,Track
4733,Male,23,BE,Data Science,6.99,1,2,5,1,5,1,Yes,Yes,Placed,7.58,Cognizant,1,1,2021,6,64.9,9.196000000000002,21.1,Low,0,Maintain momentum and continue interview prep,Track
4734,Female,22,BCA,Information Technology,7.37,2,2,2,1,7,0,Yes,Yes,Placed,7.1,Wipro,1,1,2022,8,63.7,10.148,34.8,Low,0,Maintain momentum and continue interview prep,Track
4735,Male,23,BSc,Electrical Engineering,6.51,0,2,1,4,7,1,Yes,Yes,Placed,8.44,Infosys,1,1,2023,11,65.1,11.004000000000001,1.9,Low,1,Maintain momentum and continue interview prep,Track
4736,Male,20,BE,Mechanical Engineering,8.74,0,0,0,9,8,5,No,No,Placed,11.98,Cognizant,0,0,2019,17,87.4,10.296000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4737,Male,24,BCA,Mechanical Engineering,8.67,3,0,4,3,5,1,No,Yes,Placed,8.21,Capgemini,0,1,2020,8,71.7,6.668,45.0,Medium,0,Strengthen projects and communication,Monitor
4738,Male,23,BSc,Mechanical Engineering,5.6,3,1,0,3,7,3,Yes,No,Placed,5.89,TCS,1,0,2021,10,41.0,8.24,49.4,Medium,0,Strengthen projects and communication,Monitor
4739,Male,20,BCA,Artificial Intelligence,5.76,1,1,0,7,4,2,Yes,No,Placed,7.73,Infosys,1,0,2022,11,52.599999999999994,8.704,21.4,Low,0,Maintain momentum and continue interview prep,Track
4740,Female,21,BCA,Mechanical Engineering,9.47,0,1,3,8,8,5,Yes,Yes,Placed,13.95,Amazon,1,1,2023,16,94.7,12.188,0.0,Low,1,Maintain momentum and continue interview prep,Track
4741,Male,23,BCA,Artificial Intelligence,9.32,3,2,1,6,7,3,Yes,Yes,Placed,11.59,Capgemini,1,1,2019,13,78.2,12.928,5.1,Low,0,Maintain momentum and continue interview prep,Track
4742,Female,24,BE,Electrical Engineering,7.68,1,2,2,1,7,0,Yes,Yes,Placed,8.03,Capgemini,1,1,2020,8,71.8,10.272,20.9,Low,0,Maintain momentum and continue interview prep,Track
4743,Female,20,BSc,Electrical Engineering,7.62,2,3,1,6,7,3,Yes,Yes,Placed,11.9,Cognizant,1,1,2021,13,66.2,14.248000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4744,Male,23,BTech,Computer Science,8.99,3,2,4,8,7,2,Yes,Yes,Placed,12.48,Microsoft,1,1,2022,15,74.9,13.596,0.0,Low,0,Maintain momentum and continue interview prep,Track
4745,Female,21,BTech,Mechanical Engineering,6.1,3,1,1,5,9,5,Yes,Yes,Placed,8.7,Capgemini,1,1,2023,14,46.0,10.040000000000001,22.4,Low,0,Maintain momentum and continue interview prep,Track
4746,Male,23,BE,Data Science,8.31,1,1,4,8,6,4,Yes,Yes,Placed,13.59,Microsoft,1,1,2019,14,78.10000000000001,10.924000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4747,Female,20,BE,Electrical Engineering,7.55,3,3,4,1,7,2,Yes,Yes,Placed,8.86,Accenture,1,1,2020,8,60.5,12.22,25.7,Low,0,Maintain momentum and continue interview prep,Track
4748,Female,23,BCA,Information Technology,8.7,1,0,0,4,5,0,No,No,Placed,7.16,Wipro,0,0,2021,9,82.0,7.08,28.8,Low,0,Maintain momentum and continue interview prep,Track
4749,Male,24,BCA,Information Technology,5.63,3,2,4,9,5,5,Yes,Yes,Placed,12.19,Adobe,1,1,2022,14,41.3,11.852,7.2,Low,0,Maintain momentum and continue interview prep,Track
4750,Male,22,BSc,Electrical Engineering,8.05,0,2,4,10,7,4,Yes,Yes,Placed,13.99,Adobe,1,1,2023,17,80.5,14.020000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4751,Male,20,BCA,Computer Science,7.89,0,0,5,5,8,4,No,Yes,Placed,12.21,Adobe,0,1,2019,13,78.89999999999999,8.356,0.0,Low,1,Maintain momentum and continue interview prep,Track
4752,Male,20,BSc,Information Technology,9.12,0,1,2,10,6,5,Yes,Yes,Placed,14.88,Meta,1,1,2020,16,91.19999999999999,12.048,0.0,Low,1,Maintain momentum and continue interview prep,Track
4753,Male,20,BCA,Information Technology,8.41,3,1,5,10,6,3,Yes,Yes,Placed,14.03,Microsoft,1,1,2021,16,69.1,11.764000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4754,Female,20,BCA,Computer Science,9.28,1,1,3,3,6,3,Yes,Yes,Placed,10.87,Infosys,1,1,2022,9,87.8,9.312,0.3,Low,0,Maintain momentum and continue interview prep,Track
4755,Female,23,BTech,Computer Science,9.32,0,2,1,3,6,0,Yes,Yes,Placed,10.06,Accenture,1,1,2023,9,93.2,11.328,0.0,Low,1,Maintain momentum and continue interview prep,Track
4756,Female,24,BE,Computer Science,7.26,2,0,2,9,7,5,No,Yes,Placed,11.95,Capgemini,0,1,2019,16,62.599999999999994,9.304,0.0,Low,0,Maintain momentum and continue interview prep,Track
4757,Female,21,BSc,Data Science,6.09,3,0,3,1,4,1,No,Yes,Not Placed,0.0,Unplaced,0,1,2020,5,45.9,4.436,73.5,High,0,Improve aptitude; complete one internship; increase DSA score,Immediate
4758,Female,24,BTech,Computer Science,8.21,1,1,0,6,8,1,Yes,No,Placed,9.09,Accenture,1,0,2021,14,77.10000000000001,10.884,2.7,Low,0,Maintain momentum and continue interview prep,Track
4759,Female,20,BCA,Computer Science,9.26,3,2,2,6,6,2,Yes,Yes,Placed,11.15,Infosys,1,1,2022,12,77.6,12.504000000000001,10.4,Low,0,Maintain momentum and continue interview prep,Track
4760,Female,23,BTech,Computer Science,5.82,1,0,2,10,8,3,No,Yes,Placed,9.56,Accenture,0,1,2023,18,53.2,9.528,0.0,Low,0,Maintain momentum and continue interview prep,Track
4761,Male,23,BSc,Electrical Engineering,7.9,1,2,0,8,5,3,Yes,No,Placed,11.51,Accenture,1,0,2019,13,74.0,12.36,0.0,Low,0,Maintain momentum and continue interview prep,Track
4762,Male,20,BE,Mechanical Engineering,5.99,3,3,4,8,8,4,Yes,Yes,Placed,12.68,Amazon,1,1,2020,16,44.900000000000006,14.796000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4763,Female,23,BTech,Electrical Engineering,5.62,2,1,0,1,8,0,Yes,No,Not Placed,0.0,Unplaced,1,0,2021,9,46.2,7.848000000000001,54.3,Medium,0,Strengthen projects and communication,Monitor
4764,Female,20,BSc,Mechanical Engineering,8.42,2,1,1,7,7,2,Yes,Yes,Placed,11.39,Cognizant,1,1,2022,14,74.2,10.968,6.5,Low,0,Maintain momentum and continue interview prep,Track
4765,Male,24,BCA,Data Science,8.43,3,3,0,10,5,5,Yes,No,Placed,14.79,Adobe,1,0,2023,15,69.3,15.372,0.0,Low,0,Maintain momentum and continue interview prep,Track
4766,Male,22,BTech,Data Science,8.08,0,0,2,1,7,0,No,Yes,Placed,6.47,TCS,0,1,2019,8,80.8,6.432,22.5,Low,1,Maintain momentum and continue interview prep,Track
4767,Male,23,BE,Information Technology,9.19,0,1,0,8,5,4,Yes,No,Placed,11.95,Infosys,1,0,2020,13,91.89999999999999,10.876000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4768,Male,20,BSc,Electrical Engineering,5.85,1,0,1,5,6,0,No,Yes,Placed,5.4,TCS,0,1,2021,11,53.5,6.74,36.9,Medium,0,Strengthen projects and communication,Monitor
4769,Female,20,BE,Mechanical Engineering,5.95,0,1,4,2,8,2,Yes,Yes,Placed,6.17,Tech Mahindra,1,1,2022,10,59.5,8.38,8.3,Low,0,Maintain momentum and continue interview prep,Track
4770,Male,23,BCA,Data Science,9.22,3,3,4,3,8,3,Yes,Yes,Placed,12.18,Amazon,1,1,2023,11,77.2,14.088000000000001,0.7,Low,0,Maintain momentum and continue interview prep,Track
4771,Female,21,BE,Data Science,7.66,3,3,3,9,7,5,Yes,Yes,Placed,14.74,Microsoft,1,1,2019,16,61.599999999999994,15.464,0.0,Low,0,Maintain momentum and continue interview prep,Track
4772,Female,20,BCA,Electrical Engineering,6.67,2,0,5,2,5,0,No,Yes,Not Placed,0.0,Unplaced,0,1,2020,7,56.7,5.468,51.0,Medium,0,Strengthen projects and communication,Monitor
4773,Female,23,BCA,Information Technology,8.67,0,1,3,4,7,1,Yes,Yes,Placed,10.2,Capgemini,1,1,2021,11,86.7,9.868,0.0,Low,1,Maintain momentum and continue interview prep,Track
4774,Male,20,BTech,Computer Science,9.35,0,1,1,7,7,5,Yes,Yes,Placed,12.76,Google,1,1,2022,14,93.5,11.34,0.0,Low,1,Maintain momentum and continue interview prep,Track
4775,Male,21,BCA,Artificial Intelligence,8.47,1,2,3,8,3,5,Yes,Yes,Placed,14.76,Microsoft,1,1,2023,11,79.7,11.788,0.0,Low,0,Maintain momentum and continue interview prep,Track
4776,Female,22,BE,Information Technology,8.91,3,2,4,3,8,2,Yes,Yes,Placed,11.95,Infosys,1,1,2019,11,74.1,11.964,14.5,Low,0,Maintain momentum and continue interview prep,Track
4777,Female,21,BTech,Artificial Intelligence,6.71,3,1,5,10,6,3,Yes,Yes,Placed,12.86,Meta,1,1,2020,16,52.099999999999994,11.084,7.7,Low,0,Maintain momentum and continue interview prep,Track
4778,Female,24,BCA,Information Technology,6.74,3,0,4,10,8,4,No,Yes,Placed,12.58,Adobe,0,1,2021,18,52.400000000000006,9.896,7.6,Low,0,Maintain momentum and continue interview prep,Track
4779,Male,23,BSc,Information Technology,9.22,2,3,3,9,5,5,Yes,Yes,Placed,15.4,Amazon,1,1,2022,14,82.2,15.288,0.0,Low,0,Maintain momentum and continue interview prep,Track
4780,Female,21,BSc,Computer Science,8.14,2,1,0,8,2,2,Yes,No,Placed,9.86,Cognizant,1,0,2023,10,71.4,9.256,21.2,Low,0,Maintain momentum and continue interview prep,Track
4781,Male,22,BCA,Data Science,6.51,2,2,4,6,7,4,Yes,Yes,Placed,11.81,Accenture,1,1,2019,13,55.099999999999994,11.804,0.0,Low,0,Maintain momentum and continue interview prep,Track
4782,Female,20,BTech,Mechanical Engineering,7.75,3,3,3,8,7,5,Yes,Yes,Placed,15.0,Google,1,1,2020,15,62.5,15.1,0.0,Low,0,Maintain momentum and continue interview prep,Track
4783,Female,23,BTech,Information Technology,8.45,3,0,3,10,4,5,No,Yes,Placed,14.6,Amazon,0,1,2021,14,69.5,8.98,7.3,Low,0,Maintain momentum and continue interview prep,Track
4784,Female,21,BTech,Computer Science,6.44,0,1,1,8,5,4,Yes,Yes,Placed,9.49,Accenture,1,1,2022,13,64.4,9.776,0.0,Low,0,Maintain momentum and continue interview prep,Track
4785,Male,22,BE,Artificial Intelligence,8.32,3,1,1,3,10,1,Yes,Yes,Placed,8.47,Infosys,1,1,2023,13,68.2,10.528,30.1,Low,0,Maintain momentum and continue interview prep,Track
4786,Male,21,BSc,Electrical Engineering,5.68,3,3,4,7,6,5,Yes,Yes,Placed,11.48,Capgemini,1,1,2019,13,41.8,13.472,3.9,Low,0,Maintain momentum and continue interview prep,Track
4787,Female,24,BCA,Electrical Engineering,6.81,2,3,2,8,8,3,Yes,Yes,Placed,11.92,Capgemini,1,1,2020,16,58.099999999999994,15.124,0.0,Low,0,Maintain momentum and continue interview prep,Track
4788,Male,23,BCA,Data Science,8.4,0,2,3,6,6,1,Yes,Yes,Placed,11.67,Capgemini,1,1,2021,12,84.0,12.16,0.0,Low,1,Maintain momentum and continue interview prep,Track
4789,Female,20,BSc,Electrical Engineering,6.14,3,0,0,6,3,4,No,No,Not Placed,0.0,Unplaced,0,0,2022,9,46.4,6.056,50.2,Medium,0,Strengthen projects and communication,Monitor
4790,Male,22,BE,Information Technology,6.46,1,3,2,7,6,2,Yes,Yes,Placed,10.99,Accenture,1,1,2023,13,59.599999999999994,13.784,0.0,Low,0,Maintain momentum and continue interview prep,Track
4791,Male,21,BTech,Artificial Intelligence,9.28,2,0,3,4,6,4,No,Yes,Placed,10.27,Capgemini,0,1,2019,10,82.8,7.712,12.3,Low,0,Maintain momentum and continue interview prep,Track
4792,Male,23,BSc,Information Technology,8.4,1,0,2,10,6,2,No,Yes,Placed,11.65,Cognizant,0,1,2020,16,79.0,9.760000000000002,0.0,Low,0,Maintain momentum and continue interview prep,Track
4793,Female,21,BCA,Electrical Engineering,7.65,0,1,3,10,6,4,Yes,Yes,Placed,12.77,Google,1,1,2021,16,76.5,11.46,0.0,Low,1,Maintain momentum and continue interview prep,Track
4794,Male,23,BE,Mechanical Engineering,6.41,2,3,3,9,7,1,Yes,Yes,Placed,11.97,Capgemini,1,1,2022,16,54.099999999999994,14.964,0.0,Low,0,Maintain momentum and continue interview prep,Track
4795,Male,24,BCA,Electrical Engineering,6.97,0,3,2,3,6,1,Yes,Yes,Placed,8.49,Accenture,1,1,2023,9,69.7,12.388,0.0,Low,1,Maintain momentum and continue interview prep,Track
4796,Female,21,BTech,Mechanical Engineering,7.97,3,2,1,7,5,4,Yes,Yes,Placed,12.22,Adobe,1,1,2019,12,64.7,11.988000000000001,11.2,Low,0,Maintain momentum and continue interview prep,Track
4797,Female,24,BSc,Electrical Engineering,6.17,2,1,3,9,7,3,Yes,Yes,Placed,10.61,Infosys,1,1,2020,16,51.7,10.868,4.0,Low,0,Maintain momentum and continue interview prep,Track
4798,Female,22,BTech,Data Science,7.57,0,3,4,8,4,4,Yes,Yes,Placed,14.88,Google,1,1,2021,12,75.7,13.828000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4799,Female,24,BE,Artificial Intelligence,7.26,0,3,2,7,3,5,Yes,Yes,Placed,13.4,Adobe,1,1,2022,10,72.6,12.904,0.0,Low,1,Maintain momentum and continue interview prep,Track
4800,Male,23,BSc,Mechanical Engineering,7.55,0,2,5,5,8,2,Yes,Yes,Placed,10.97,Infosys,1,1,2023,13,75.5,12.22,0.0,Low,1,Maintain momentum and continue interview prep,Track
4801,Male,22,BTech,Computer Science,5.95,1,2,1,2,7,0,Yes,Yes,Placed,5.83,TCS,1,1,2019,9,54.5,9.98,29.3,Low,0,Maintain momentum and continue interview prep,Track
4802,Male,21,BTech,Data Science,5.96,2,0,0,2,6,1,No,No,Not Placed,0.0,Unplaced,0,0,2020,8,49.6,5.584,58.2,Medium,0,Strengthen projects and communication,Monitor
4803,Male,21,BTech,Information Technology,9.65,0,1,3,4,4,0,Yes,Yes,Placed,10.18,Cognizant,1,1,2021,8,96.5,9.06,0.1,Low,1,Maintain momentum and continue interview prep,Track
4804,Male,23,BE,Electrical Engineering,9.71,2,0,5,5,5,3,No,Yes,Placed,13.4,Meta,0,1,2022,10,87.10000000000001,7.884,8.7,Low,0,Maintain momentum and continue interview prep,Track
4805,Female,20,BTech,Artificial Intelligence,7.33,3,2,3,4,6,2,Yes,Yes,Placed,10.15,Cognizant,1,1,2023,10,58.3,10.932,28.0,Low,0,Maintain momentum and continue interview prep,Track
4806,Male,20,BCA,Artificial Intelligence,8.89,3,3,5,2,4,1,Yes,Yes,Placed,11.29,Infosys,1,1,2019,6,73.9,11.956000000000001,24.7,Low,0,Maintain momentum and continue interview prep,Track
4807,Male,21,BSc,Electrical Engineering,8.32,0,3,4,4,5,4,Yes,Yes,Placed,13.1,Google,1,1,2020,9,83.2,12.928,0.0,Low,1,Maintain momentum and continue interview prep,Track
4808,Male,23,BSc,Computer Science,6.0,2,2,1,5,7,4,Yes,Yes,Placed,9.8,Capgemini,1,1,2021,12,50.0,11.200000000000001,13.0,Low,0,Maintain momentum and continue interview prep,Track
4809,Female,20,BTech,Mechanical Engineering,6.78,0,0,3,4,9,2,No,Yes,Placed,8.3,Cognizant,0,1,2022,13,67.8,7.912000000000001,2.3,Low,1,Maintain momentum and continue interview prep,Track
4810,Female,24,BE,Electrical Engineering,6.85,0,0,5,6,6,2,No,Yes,Placed,9.88,Accenture,0,1,2023,12,68.5,7.540000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4811,Male,21,BCA,Artificial Intelligence,8.06,1,2,1,10,8,3,Yes,Yes,Placed,12.47,Meta,1,1,2019,18,75.60000000000001,14.424,0.0,Low,0,Maintain momentum and continue interview prep,Track
4812,Female,24,BCA,Computer Science,7.99,2,3,3,7,4,4,Yes,Yes,Placed,12.66,Google,1,1,2020,11,69.9,13.596,0.0,Low,0,Maintain momentum and continue interview prep,Track
4813,Female,23,BSc,Computer Science,9.47,1,1,5,5,7,1,Yes,Yes,Placed,11.99,Infosys,1,1,2021,12,89.7,10.588000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4814,Female,24,BSc,Information Technology,8.9,0,0,0,9,5,4,No,No,Placed,12.38,Google,0,0,2022,14,89.0,9.16,0.0,Low,1,Maintain momentum and continue interview prep,Track
4815,Female,20,BCA,Computer Science,9.18,1,1,5,4,7,3,Yes,Yes,Placed,11.54,Accenture,1,1,2023,11,86.8,10.072000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4816,Female,20,BSc,Data Science,9.33,1,3,4,10,6,5,Yes,Yes,Placed,16.39,Adobe,1,1,2019,16,88.3,16.132,0.0,Low,0,Maintain momentum and continue interview prep,Track
4817,Female,22,BTech,Artificial Intelligence,8.95,1,2,0,2,8,3,Yes,No,Placed,10.26,Cognizant,1,0,2020,10,84.5,11.58,0.0,Low,0,Maintain momentum and continue interview prep,Track
4818,Female,21,BCA,Data Science,6.93,3,0,0,10,5,5,No,No,Placed,11.64,Accenture,0,0,2021,15,54.3,8.772,19.4,Low,0,Maintain momentum and continue interview prep,Track
4819,Male,23,BSc,Computer Science,6.42,3,0,5,8,7,4,No,Yes,Placed,10.08,Capgemini,0,1,2022,15,49.2,8.568,18.5,Low,0,Maintain momentum and continue interview prep,Track
4820,Male,21,BTech,Computer Science,7.96,1,3,2,4,6,2,Yes,Yes,Placed,10.79,Capgemini,1,1,2023,10,74.6,13.184000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4821,Female,24,BTech,Data Science,8.47,2,2,0,4,6,2,Yes,No,Placed,9.85,Cognizant,1,0,2019,10,74.7,11.388,15.2,Low,0,Maintain momentum and continue interview prep,Track
4822,Male,23,BCA,Information Technology,7.16,3,0,4,3,6,0,No,Yes,Not Placed,0.0,Unplaced,0,1,2020,9,56.599999999999994,6.464,55.0,Medium,0,Strengthen projects and communication,Monitor
4823,Male,23,BTech,Computer Science,9.15,1,3,4,9,5,3,Yes,Yes,Placed,15.03,Meta,1,1,2021,14,86.5,15.260000000000002,0.0,Low,0,Maintain momentum and continue interview prep,Track
4824,Female,20,BCA,Data Science,9.63,0,0,5,4,6,2,No,Yes,Placed,10.41,Cognizant,0,1,2022,10,96.30000000000001,7.852,0.0,Low,1,Maintain momentum and continue interview prep,Track
4825,Male,24,BTech,Data Science,7.95,3,1,3,2,6,5,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2023,8,64.5,8.38,28.3,Low,0,Maintain momentum and continue interview prep,Track
4826,Female,20,BCA,Artificial Intelligence,7.46,0,0,5,1,7,0,No,Yes,Placed,6.35,TCS,0,1,2019,8,74.6,6.184,20.2,Low,1,Maintain momentum and continue interview prep,Track
4827,Female,20,BCA,Information Technology,9.12,1,3,0,1,7,0,Yes,No,Placed,8.67,Cognizant,1,0,2020,8,86.19999999999999,12.847999999999999,8.3,Low,0,Maintain momentum and continue interview prep,Track
4828,Female,22,BCA,Mechanical Engineering,5.6,1,1,1,8,8,5,Yes,Yes,Placed,9.12,Infosys,1,1,2021,16,51.0,10.64,0.0,Low,0,Maintain momentum and continue interview prep,Track
4829,Male,20,BCA,Data Science,6.05,1,0,2,1,8,0,No,Yes,Not Placed,0.0,Unplaced,0,1,2022,9,55.5,6.02,43.7,Medium,0,Strengthen projects and communication,Monitor
4830,Male,21,BTech,Artificial Intelligence,9.14,0,0,5,5,5,3,No,Yes,Placed,12.21,Microsoft,0,1,2023,10,91.4,7.656000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
4831,Male,23,BCA,Mechanical Engineering,8.65,3,2,2,8,8,3,Yes,Yes,Placed,12.94,Microsoft,1,1,2019,16,71.5,13.860000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4832,Male,20,BSc,Artificial Intelligence,7.29,1,2,2,7,5,1,Yes,Yes,Placed,9.96,Capgemini,1,1,2020,12,67.9,11.716000000000001,1.3,Low,0,Maintain momentum and continue interview prep,Track
4833,Female,21,BTech,Artificial Intelligence,9.32,2,0,4,7,7,3,No,Yes,Placed,11.73,Capgemini,0,1,2021,14,83.2,9.328000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
4834,Female,24,BCA,Electrical Engineering,7.01,1,1,4,8,7,2,Yes,Yes,Placed,11.06,Accenture,1,1,2022,15,65.1,10.804,0.0,Low,0,Maintain momentum and continue interview prep,Track
4835,Male,23,BTech,Information Technology,8.23,3,2,3,3,4,0,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2023,7,67.30000000000001,10.092,40.6,Medium,0,Strengthen projects and communication,Monitor
4836,Female,24,BTech,Computer Science,8.23,3,2,0,5,7,3,Yes,No,Placed,9.65,Capgemini,1,0,2019,12,67.30000000000001,12.092,17.6,Low,0,Maintain momentum and continue interview prep,Track
4837,Female,21,BTech,Information Technology,6.29,2,2,4,2,6,1,Yes,Yes,Placed,8.2,Infosys,1,1,2020,8,52.9,9.716000000000001,32.3,Low,0,Maintain momentum and continue interview prep,Track
4838,Male,24,BTech,Mechanical Engineering,6.72,1,3,2,5,5,1,Yes,Yes,Placed,10.08,Accenture,1,1,2021,10,62.2,12.688,4.7,Low,0,Maintain momentum and continue interview prep,Track
4839,Female,24,BCA,Electrical Engineering,9.44,3,0,4,5,9,2,No,Yes,Placed,10.65,Capgemini,0,1,2022,14,79.39999999999999,9.376000000000001,16.4,Low,0,Maintain momentum and continue interview prep,Track
